x,y
113,-39
114,-40
116,-37
119,-38
122,-35
119,-33
120,-36
122,-34
122,-37
124,-36
127,-39
129,-41
130,-43
127,-41
124,-43
121,-45
118,-44
121,-46
120,-46
121,-46
119,-46
120,-49
119,-47
116,-45
115,-46
115,-45
115,-45
118,-45
119,-47
120,-47
118,-49
121,-51
119,-52
119,-55
116,-57
115,-59
113,-57
115,-58
113,-60
110,-59
107,-62
108,-61
107,-61
104,-64
107,-64
105,-62
103,-59
103,-56
100,-53
102,-55
103,-56
102,-55
104,-55
105,-57
103,-54
105,-53
106,-52
104,-50
102,-48
100,-45
98,-45
101,-42
99,-39
99,-41
101,-42
102,-39
102,-39
105,-38
105,-37
102,-40
99,-37
96,-39
95,-42
92,-40
93,-41
93,-41
94,-38
96,-37
93,-39
96,-38
95,-35
97,-33
100,-36
99,-33
101,-36
101,-36
102,-38
100,-36
101,-38
98,-38
101,-36
99,-34
98,-37
98,-40
98,-43
97,-42
94,-43
93,-40
95,-43
98,-44
101,-45
98,-47
96,-47
95,-46
92,-47
95,-44
93,-43
92,-45
92,-48
91,-46
92,-47
91,-47
92,-45
90,-47
89,-46
87,-43
